CC(=O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O	CHEMBL628
CSCC[C@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCC(N)=O)NC1=O	CHEMBL6241
CSCC[C@H]1NC(=O)[C@H](CC(C)C)N2C=CC(NC(=O)[C@H](Cc3ccccc3)NC(=O)C(C)(NC(=O)CNC1=O)c1cccc3ccccc13)C2=O	CHEMBL265666
CSCC[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCC(N)=O)NC1=O	CHEMBL268293
CSCC[C@H]1NC(=O)[C@H](CC(C)C)N2C=CC(NC(=O)[C@H](Cc3ccccc3)NC(=O)C(C)(NC(=O)C(CCC(N)=O)NC1=O)c1cccc3ccccc13)C2=O	CHEMBL427627
Nc1ccc(O)c2ccccc12	CHEMBL576321
COc1ccccc1CN[C@H]1CCCN[C@H]1c1ccccc1	CHEMBL441225CHEMBL2114310
CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)(C)C)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CSSC[C@@H](N)C(=O)N[C@@H](CO)C(=O)N[C@@H]2CSSC[C@@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CO)NC(=O)[C@H](CO)NC2=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)[C@@H](C)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O	CHEMBL2373292
CCCCN(CC(=O)N1c2ccccc2C(=O)Nc2cccnc12)CC(=O)N1c2ccccc2C(=O)Nc2cccnc12	CHEMBL321687
CCN(CC)CCCCCCN(CC(=O)N1c2ccccc2C(=O)Nc2cccnc12)CC(=O)N1c2ccccc2C(=O)Nc2cccnc12	CHEMBL324026
CCN(CC)CCCCCCNCc1ccccc1OC	CHEMBL324855
CN(CCCCCCN)CCCCCCCCN(C)CCCCCCN	CHEMBL115878
CN(CCCCCCN)CCCCCCCCN(C)CCCCCCNCC(=O)N1c2ccccc2C(=O)Nc2cccnc12	CHEMBL112244
CN(CCCCCCCCN(C)CCCCCCNCC(=O)N1c2ccccc2C(=O)Nc2cccnc12)CCCCCCNCC(=O)N1c2ccccc2C(=O)Nc2cccnc12	CHEMBL442014
COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCN	CHEMBL114738
CN(CCCCCCCCN(C)CCCCCCN(CC(=O)N1c2ccccc2C(=O)Nc2cccnc12)CC(=O)N1c2ccccc2C(=O)Nc2cccnc12)CCCCCCN(CC(=O)N1c2ccccc2C(=O)Nc2cccnc12)CC(=O)N1c2ccccc2C(=O)Nc2cccnc12	CHEMBL1201998
CN(CCCCCCN)CCCCCCCCN(C)CCCCCCN(CC(=O)N1c2ccccc2C(=O)Nc2cccnc12)CC(=O)N1c2ccccc2C(=O)Nc2cccnc12	CHEMBL1201995
CCN(CC)CCCCCCNCC(=O)N1c2ccccc2C(=O)Nc2cccnc12	CHEMBL114681
COc1ccccc1CNCCCCCCN(C)CCCCCCCCN(C)CCCCCCNCC(=O)N1c2ccccc2C(=O)Nc2cccnc12	CHEMBL116172
COc1ccccc1CN(CCCCCCN(C)CCCCCCCCN(C)CCCCCCN(CC(=O)N1c2ccccc2C(=O)Nc2cccnc12)Cc1ccccc1OC)CC(=O)N1c2ccccc2C(=O)Nc2cccnc12	CHEMBL1201994
CCN(CC)CCCCCCN(CC(=O)N1c2ccccc2C(=O)Nc2cccnc12)Cc1ccccc1OC	CHEMBL112208
COc1ccccc1CNCCCCCCN(C)CCCCCCCCN(C)CCCCCCN(CC(=O)N1c2ccccc2C(=O)Nc2cccnc12)CC(=O)N1c2ccccc2C(=O)Nc2cccnc12	CHEMBL1201997
COc1ccccc1CN(CCCCCCN(C)CCCCCCCCN(C)CCCCCCNCC(=O)N1c2ccccc2C(=O)Nc2cccnc12)CC(=O)N1c2ccccc2C(=O)Nc2cccnc12	CHEMBL1201996
Cc1ccccc1N1CCN(CC1)S(=O)(=O)C[C@]12CC[C@H](C[C@@H]1NC(=O)[C@@H](N)CCS(C)(=O)=O)C2(C)C	CHEMBL1253853
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccc(NC(=O)Nc2ccccc2C)cc1)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@H](Cc1ccc(C)cc1)C(N)=O	CHEMBL408395
CC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)NC(Cc1cccc(NC(=O)Nc2ccccc2C)c1)C(=O)N[C@H](CC(O)=O)C(=O)N[C@@H](Cc1ccc(C)cc1)C(N)=O	CHEMBL302027
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NC(Cc1cccc(NC(=O)Nc2ccccc2C)c1)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@H](Cc1ccc(C)cc1)C(N)=O	CHEMBL303635
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccc(NC(=O)Nc2ccccc2Cl)cc1)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@H](Cc1ccc(C)cc1)C(N)=O	CHEMBL302150
CCNC(=S)NCCCCc1cnc[nH]1	CHEMBL309819
S=C(NCCCc1cnc[nH]1)NC1CCCCC1	CHEMBL74293
CCCNC(=S)NCCCCCc1cnc[nH]1	CHEMBL308717
S=C(NCCCc1cnc[nH]1)NCc1ccccc1	CHEMBL306130
S=C(NCCCCCc1cnc[nH]1)NCc1ccccc1	CHEMBL70811
S=C(NCCCCCCc1cnc[nH]1)Nc1ccccc1	CHEMBL310028
CNC(=S)NCCCCCc1cnc[nH]1	CHEMBL44220
S=C(NCCCCc1cnc[nH]1)Nc1ccccc1	CHEMBL70897
CCNC(=S)NCCCCCc1cnc[nH]1	CHEMBL72424
S=C(NCCCc1cnc[nH]1)Nc1ccccc1	CHEMBL72174
S=C(NCCc1cnc[nH]1)NC1CCCCC1	CHEMBL72881
S=C(NCCc1cnc[nH]1)Nc1ccccc1	CHEMBL72154
S=C(NCCCCc1cnc[nH]1)NC1CCCCC1	CHEMBL71597
CC(C)NC(=S)NCCc1cnc[nH]1	CHEMBL73629
CNC(=S)NCCCCCCc1cnc[nH]1	CHEMBL73370
CC(C)NC(=S)NCCCc1cnc[nH]1	CHEMBL448787
CCNC(=S)NCCc1cnc[nH]1	CHEMBL73187
S=C(NCCCCCc1cnc[nH]1)NCCc1ccccc1	CHEMBL305929
CCCNC(=S)NCCCc1cnc[nH]1	CHEMBL439758
CC(C)NC(=S)NCCCCCc1cnc[nH]1	CHEMBL70603
S=C(NCCCc1cnc[nH]1)NCCc1ccccc1	CHEMBL306317
CCCNC(=S)NCCCCc1cnc[nH]1	CHEMBL72769
CNC(=S)NCCCc1cnc[nH]1	CHEMBL72427
CNC(=S)NCCc1cnc[nH]1	CHEMBL308729
CC(C)NC(=S)NCCCCc1cnc[nH]1	CHEMBL306077
CCCNC(=S)NCCc1cnc[nH]1	CHEMBL73274
CCNC(=S)NCCCc1cnc[nH]1	CHEMBL73242
CNC(=S)NCCCCc1cnc[nH]1	CHEMBL12160
S=C(NCCc1cnc[nH]1)NCc1ccccc1	CHEMBL70349
S=C(NCCc1cnc[nH]1)NCCc1ccccc1	CHEMBL309164
S=C(NCCCCCc1cnc[nH]1)Nc1ccccc1	CHEMBL310087
Cn1ccc2cc3N(CCc3cc12)C(=O)Nc1cccnc1	CHEMBL297784
Cn1ccc2c3CCN(C(=O)Nc4cccnc4)c3ccc12	CHEMBL315223
Cn1ccc2cc3N(CCCc3cc12)C(=O)Nc1cccnc1	CHEMBL84888
Cn1ccc2c3CCCN(C(=O)Nc4cccnc4)c3ccc12	CHEMBL85247
CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CC1(S)CCCCC1)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O)C(C)(C)S	CHEMBL266898
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(O)=O	CHEMBL3965115
CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CC1(S)CCCCC1)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CS)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O	CHEMBL414373
CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CC1(S)CCCCC1)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CS)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O	CHEMBL1790762
CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CC1(S)CCCCC1)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CS)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O	CHEMBL439482
CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CC1(S)CCCCC1)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CS)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O	CHEMBL262157
CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CC1(S)CCCCC1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CS)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O	CHEMBL265490
CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CC1(S)CCCCC1)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](CS)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O	CHEMBL386547
CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CC1(S)CCCCC1)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CS)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(N)=O	CHEMBL263153
CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CC1(S)CCCCC1)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CS)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O	CHEMBL274635
CC[C@@H](C)[C@@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CC1(S)CCCCC1)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CS)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O	CHEMBL268778
CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CC1(S)CCCCC1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CS)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O	CHEMBL439098
CN(C)CCO[C@@H](c1ccccc1)c1ccc(C)cc1	CHEMBL612084
CN1CCC2=C(C1)C(c1ccccc21)c1ccccc1	CHEMBL278398
Cc1ccc(cc1)C(=C/CN1CCCC1)\c1ccccn1	CHEMBL855
CN(C)CCO[C@H](c1ccccc1)c1ccc(C)cc1	CHEMBL609131
C[C@@H](N)Cc1cnc[nH]1	CHEMBL268229
NCCCCCCCCc1cnc[nH]1	CHEMBL90063
NCCCCCCCCCCc1cnc[nH]1	CHEMBL94249
NCCCCCCc1cnc[nH]1	CHEMBL554031
COC(=O)c1c(no[n+]1[O-])C(=O)N1CCN(CC1)c1nc(N)c2cc(OC)c(OC)cc2n1	CHEMBL358498
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)c1no[n+]([O-])c1C#N	CHEMBL343188
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)S(=O)(=O)c1no[n+]([O-])c1-c1ccccc1	CHEMBL145838
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)S(=O)(=O)c1nonc1-c1ccccc1	CHEMBL147984
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)c1no[n+]([O-])c1C(N)=O	CHEMBL146481
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)S(=O)(=O)c1no[n+]([O-])c1/C1=C/C=C\C=C/C=C\1	CHEMBL147624
Cc1cc(NC(=O)Nc2ccc3n(C)ccc3c2)on1	CHEMBL422923
Cc1cc(NC(=O)Nc2ccc3sccc3c2)sn1	CHEMBL172269
Cc1cc(NC(=O)Nc2ccc3sccc3c2)on1	CHEMBL354951
C[C@@H]1NC(=O)[C@H](Cc2cccs2)NC(=O)CCCNC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]2CC3CCCCC3N2C(=O)[C@H]2Cc3ccccc3CN2C1=O	CHEMBL2028845
NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N1C2CCCCC2C[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(O)=O	CHEMBL2369400
NC(=N)NCCC[C@@H]1NC(=O)[C@@H]2CC3CCCCC3N2C(=O)[C@H]2Cc3ccccc3CN2C(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O	CHEMBL2028840
NC(=N)NCCC[C@@H]1NC(=O)[C@@H]2CC3CCCCC3N2C(=O)[C@H]2Cc3ccccc3CN2C(=O)[C@H](Cc2cccs2)NC(=O)CNC1=O	CHEMBL2028838
C[C@@H]1NC(=O)CCCNC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]2CC3CCCCC3N2C(=O)[C@H]2Cc3ccccc3CN2C(=O)[C@H](CO)NC1=O	CHEMBL2028844
NC(=N)NCCC[C@@H]1NC(=O)[C@@H]2CC3CCCCC3N2C(=O)[C@H]2Cc3ccccc3CN2C(=O)[C@H](Cc2cccs2)NC(=O)[C@H](CCCNC(N)=N)NC1=O	CHEMBL2028837
C[C@@H]1NC(=O)[C@H](Cc2cc3ccccc3[nH]2)NC(=O)CCCNC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]2CC3CCCCC3N2C(=O)[C@H]2Cc3ccccc3CN2C1=O	CHEMBL2028843
NCCCC[C@@H]1N[C@@H](Cc2cccs2)C(=O)N2Cc3ccccc3C[C@@H]2C(=O)N2C3CCCCC3C[C@H]2C(=O)N[C@@H](CCCNC(N)=N)C(=O)NC1=O	CHEMBL2028835
NC(=N)NCCCCCC(=O)NC(Cc1cccs1)C(=O)N1Cc2ccccc2CC1C(=O)N1C2CCCCC2CC1C(=O)NC(CCCNC(N)=N)C(O)=O	CHEMBL406472
NC(=N)NCCC[C@@H]1NC(=O)[C@@H]2CC3CCCCC3N2C(=O)[C@H]2Cc3ccccc3CN2C(=O)[C@H](Cc2cccs2)NC(=O)CCCNC1=O	CHEMBL2028839
NCCCCCCCCCC(=O)NC(Cc1cccs1)C(=O)N1Cc2ccccc2CC1C(=O)N1C2CCCCC2CC1C(=O)NC(CCCNC(N)=N)C(O)=O	CHEMBL304374
C[C@@H]1NC(=O)CNC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]2CC3CCCCC3N2C(=O)[C@H]2Cc3ccccc3CN2C1=O	CHEMBL2028841
NC(=N)NCCC[C@@H]1NC(=O)[C@@H]2CC3CCCCC3N2C(=O)[C@H]2Cc3ccccc3CN2C(=O)[C@H](CO)NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)CCCNC1=O	CHEMBL2028847
NC(=N)NCCC[C@@H]1NC(=O)[C@@H]2CC3CCCCC3N2C(=O)[C@H]2Cc3ccccc3CN2C(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)CCCNC1=O)c1ccccc1	CHEMBL2028846
C[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]2CC3CCCCC3N2C(=O)[C@H]2Cc3ccccc3CN2C(=O)[C@H](CO)NC(=O)[C@H](Cc2cccs2)NC1=O	CHEMBL2028848
N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1cccs1)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N1C2CCCCC2C[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(O)=O	CHEMBL2369364
NC(=N)NCCC[C@@H]1NC(=O)[C@@H]2CC3CCCCC3N2C(=O)[C@H]2Cc3ccccc3CN2C(=O)[C@H](CO)NC(=O)[C@H](Cc2cccs2)NC(=O)CCCNC1=O	CHEMBL2028849
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N1C2CCCCC2C[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(O)=O	CHEMBL2369392
CN1CC(=O)N[C@@H](Cc2cccs2)C(=O)N2Cc3ccccc3C[C@@H]2C(=O)N2C3CCCCC3C[C@H]2C(=O)N[C@@H](CCCNC(N)=N)C1=O	CHEMBL2028836
NCCCC(=O)NC(Cc1ccccc1)C(=O)N1Cc2ccccc2CC1C(=O)N1C2CCCCC2CC1C(=O)NC(CCCNC(N)=N)C(O)=O	CHEMBL65100
NC(=N)NCCCCC(=O)NC(Cc1cccs1)C(=O)N1Cc2ccccc2CC1C(=O)N1C2CCCCC2CC1C(=O)NC(CCCNC(N)=N)C(O)=O	CHEMBL63532
NCCCC(=O)NC(Cc1cccs1)C(=O)N1Cc2ccccc2CC1C(=O)N1C2CCCCC2CC1C(=O)NC(CCCNC(N)=N)C(O)=O	CHEMBL294278
C/C(/C=C/C=C(/C)\C=C1/CCCC(C)=C1C)=C\C(O)=O	CHEMBL2111792
CCC1=C(C(C)C)\C(CCC1)=C\C(\C)=C/C=C/C(/C)=C/C(O)=O	CHEMBL2114968
CC(C)C1=C(C)CCC\C1=C/C(/C)=C\C=C\C(\C)=C\C(O)=O	CHEMBL2111790
Clc1ccc2Oc3ccccc3CN(C(=O)CNC(=O)CCSCc3ccco3)c2c1	CHEMBL436218
CCS(=O)(=O)CCC(=O)NCC(=O)N1Cc2ccccc2Oc2ccc(Cl)cc12	CHEMBL348061
Clc1ccc2Oc3ccccc3CN(C(=O)NCC(=O)CCSCc3ccco3)c2c1	CHEMBL352251
Clc1ccc2Oc3ccccc3CN(C(=O)NNC(=O)CCc3ccncc3)c2c1	CHEMBL155358
Clc1ccc2Oc3ccccc3CN(C(=O)CNC(=O)CCc3ccncc3)c2c1	CHEMBL347397
OC(c1ccccn1)C(F)(F)C(=O)NNC(=O)N1Cc2ccccc2Oc2ccc(Cl)cc12	CHEMBL345797
CCS(=O)(=O)CCC(=O)CNC(=O)N1Cc2ccccc2Oc2ccc(Cl)cc12	CHEMBL346268
CCS(=O)(=O)CCC(=O)NNC(=O)N1Cc2ccccc2Oc2ccc(Cl)cc12	CHEMBL155667
Cc1coc2cc3N(CCc3cc12)C(=O)Nc1cccnc1	CHEMBL148346
CCn1ccc2cc3N(CCc3cc12)C(=O)Nc1cccnc1	CHEMBL148385
O=C(Nc1cccnc1)N1CCc2cc3sccc3cc12	CHEMBL343666
CCCn1ccc2cc3N(CCc3cc12)C(=O)Nc1cccnc1	CHEMBL2112859
CN1CCc2cc3N(CCc3cc12)C(=O)Nc1cccnc1	CHEMBL144567
O=C(Nc1cccnc1)N1CCc2cc3[nH]ccc3cc12	CHEMBL357870
Cc1cc2cc3N(CCc3cc2n1C)C(=O)Nc1cccnc1	CHEMBL343455
O=C(Nc1cccnc1)N1CCc2cc3n(Cc4ccccc4)ccc3cc12	CHEMBL356146
CC(C)n1ccc2cc3N(CCc3cc12)C(=O)Nc1cccnc1	CHEMBL147820
Cc1cn(C)c2cc3CCN(C(=O)Nc4ccccc4)c3cc12	CHEMBL148347
COc1ccccc1CN(C[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CN1CCN(CC1)c1ccccc1)C(C)=O	CHEMBL351274
N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1C[C@@H](O)C[C@@H]1C(=O)N1C[C@@H](O)C[C@@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N(CC(=O)N[C@@H](CCCN=C(N)N)C(O)=O)C1CCCCC1	CHEMBL3038106
NC(N)NCCC[C@H](NC(=O)[C@H](N)CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N(CC(O)=O)C1CCCCC1	CHEMBL3038104
NC(=N)NCCCCC(=O)N1CCC[C@@H]1C(=O)N1C[C@@H](O)C[C@@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N(CC(=O)N[C@@H](CCCNC(N)=N)C(O)=O)C1CCCCC1	CHEMBL2372278
N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N[C@H](Cc1ccccc1)C(=O)N(CC(=O)N[C@@H](CCCN=C(N)N)C(O)=O)C1CCCCC1	CHEMBL3038096
N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N(CC(=O)N[C@@H](CCCN=C(N)N)C(O)=O)C1CCCCC1	CHEMBL3038099
N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N[C@H](Cc1ccccc1)C(=O)N(CC(=O)N[C@@H](CCCN=C(N)N)C(O)=O)c1ccccc1	CHEMBL3038101
N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N(CC(=O)N[C@@H](CCCN=C(N)N)C(O)=O)c1ccccc1	CHEMBL3038095
N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N(CC(=O)N[C@@H](CCCN=C(N)N)C(O)=O)C1CCCC1	CHEMBL3038094
NC(=N)NCCCCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@@H]1C(=O)N1C[C@@H](O)C[C@@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N(CC(=O)N[C@@H](CCCNC(N)=N)C(O)=O)C1CCCCC1	CHEMBL3038100
N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N(CC(=O)N1C2CCCCC2C[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(O)=O)Cc1ccccc1	CHEMBL3038102
NC(N)NCCC[C@H](NC(=O)[C@H](N)CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N(CC(=O)N1C2CCCCC2C[C@H]1C(O)=O)Cc1ccccc1	CHEMBL3038105
N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(=O)N1C[C@@H](O)C[C@@H]1C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N(CC(=O)N[C@@H](CCCN=C(N)N)C(O)=O)C1CCCCC1	CHEMBL2372283
N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N[C@H](C1CCCC1)C(=O)N(CC(=O)N[C@@H](CCCN=C(N)N)C(O)=O)C1CCCCC1	CHEMBL3038103
CSCC[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](C)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CO)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCC(O)=O)NC(=O)[C@@H](CO)NC(=O)[C@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](N)CO)[C@H](C)O)[C@H](C)O)C(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H]([C@H](C)O)C(N)=O	CHEMBL268636
